연번,시군구,중개업소 구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
179, 강서구,공인중개사,이수민,골드부동산공인중개사사무소,"부산광역시 강서구 명지오션시티10로 114 116동 B102호(명지동, 명지오션시티삼정그린코아)",35.08634165,128.9083455,2023-01-30
180, 강서구,공인중개사,이호성,형제 부동산 공인중개사 사무소,부산광역시 강서구 대저로 137 (대저 1동),35.21543953,128.9678107,2023-01-30
181, 강서구,공인중개사,김서현,국제현공인중개사사무소,부산광역시 강서구 명지국제2로28번길 36 1층 (명지동),35.09231186,128.9091685,2023-01-30
182, 강서구,공인중개사,최현정,큐브부동산중개,"부산광역시 강서구 명지국제5로 141 305동 501호(명지동,명지협성휴포레)",35.10752754,128.9211187,2023-01-30
183, 강서구,공인중개사,문미선,명지문부동산중개사무소,부산광역시 강서구 명지국제5로148번길 8-3 1층(명지동),35.10669864,128.9222502,2023-01-30
185, 강서구,공인중개사,이찬규,해인공인중개사사무소,부산광역시 강서구 낙동북로 65 (강동동),35.21869366,128.936907,2023-01-30
186, 강서구,공인중개사,권향미,가람부동산공인중개사사무소,부산광역시 강서구 명지국제2로28번길 8 706호(명지동),35.09337368,128.9082152,2023-01-30
187, 강서구,공인중개사,이경민,뉴-지담공인중개사사무소,부산광역시 강서구 유통단지1로 50 부산티플렉스 지원시설다동 103호,35.17032477,128.9541787,2023-01-30
189, 강서구,공인중개사,화성준,만복공인중개사사무소,부산광역시 강서구 신호산단4로64번길 12 골든프라자 103호,35.08469693,128.8796067,2023-01-30
190, 강서구,공인중개사,유영미,더퀸즈부동산공인중개사사무소,부산광역시 강서구 명지국제2로28번길 34 에코팰리스108호(명지동),35.09284604,128.9088564,2023-01-30
191, 강서구,공인중개사,허성태,둔치도모두공인중개사사무소,부산광역시 강서구 둔치강변길 170 (봉림동),35.16177578,128.8981533,2023-01-30
192, 강서구,공인중개사,이성식,조은공인중개사사무소,부산광역시 강서구 녹산산단335로 12-9 삼우오션빌딩7층,35.09027186,128.8551226,2023-01-30
193, 강서구,공인중개사,최석오,디온리공인중개사사무소,부산광역시 강서구 명지국제8로 266 105호(명지동),35.09755283,128.9217851,2023-01-30
194, 강서구,공인중개사,공승환,포스코공인중개사사무소,부산광역시 강서구 명지국제2로28번길 8 더프라임 상가 105호,35.09337368,128.9082152,2023-01-30
195, 강서구,공인중개사,최영훈,명지신나라공인중개사사무소,"부산광역시 강서구 명지오션시티11로 51 상가동 지1층 305호(명지동, 영어도시 퀸덤1차)",35.08634202,128.8998465,2023-01-30
196, 강서구,공인중개사,손정민,명지창조공인중개사사무소,"부산광역시 강서구 명지오션시티11로 84 비동 103호(명지동, 명지롯데캐슬)",35.08398608,128.9051172,2023-01-30
197, 강서구,공인중개사,성해희,황소부동산공인중개사사무소,"부산광역시 강서구 명지국제7로 120 상가1동 107호(명지동,더에듀팰리스부영)",35.0959644,128.9149124,2023-01-30
198, 강서구,공인중개사,조정숙,에코델타부동산공인중개사사무소,부산광역시 강서구 명지국제1로 56-2 108호(명지동),35.09358046,128.9058815,2023-01-30
199, 강서구,공인중개사,강민지,금성부동산공인중개사사무소,"부산광역시 강서구 명지국제2로28번길 34 106호(명지동, 에코팰리스)",35.09284604,128.9088564,2023-01-30
200, 강서구,공인중개사,장경희,에코큐브공인중개사사무소,"부산광역시 강서구 명지국제5로 141 305-501(명지동, 명지협성휴포레)",35.10752754,128.9211187,2023-01-30
201, 강서구,공인중개사,박영주,월드공인중개사사무소,부산광역시 강서구 낙동북로 67 1층(강동동),35.2183316,128.9371005,2023-01-30
202, 강서구,공인중개사,김세한,에코1공인중개사사무소,부산광역시 강서구 낙동남로 1031 1층(명지동),35.11348711,128.9256836,2023-01-30
203, 강서구,공인중개사,김민지,옴대길부동산공인중개사사무소,"부산광역시 강서구 명지국제7로 140 상가3동 108-1호(명지동, 더 에듀 팰리스 부영)",35.09578955,128.9165775,2023-01-30
204, 강서구,공인중개사,김민주,에코공인중개사사무소,부산광역시 강서구 낙동남로 1031 1층(명지동),35.11348711,128.9256836,2023-01-30
205, 강서구,공인중개사,정철진,세븐공인중개사사무소,부산광역시 강서구 범방3로60번길 43 (범방동),35.14828005,128.8849228,2023-01-30
206, 강서구,공인중개사,여지인,명지오션공인중개사사무소,"부산광역시 강서구 명지오션시티10로 16 상가동 220호(명지동, 퀸덤1차링컨타운)",35.08640978,128.8967876,2023-01-30
207, 강서구,공인중개사,오금자,행복한부동산중개사무소,부산광역시 강서구 명지국제8로 246 에이스프라자 111호(명지동),35.0977406,128.9196155,2023-01-30
208, 강서구,공인중개사,조배겸,명지국제로공인중개사사무소,부산광역시 강서구 명지국제2로28번길 36 1층(명지동),35.09231186,128.9091685,2023-01-30
209, 강서구,공인중개사,김재순,토박이공인중개사사무소,부산광역시 강서구 명지국제11로 45 1층 104호(명지동),35.10460652,128.9235428,2023-01-30
210, 강서구,공인중개사,손채영,명지태양공인중개사사무소,"부산광역시 강서구 명지국제7로 37 판매시설 141호 (명지동, 더샵명지퍼스트월드 2단지)",35.09754964,128.9054867,2023-01-30
211, 강서구,공인중개사,이경아,단디공인중개사사무소,부산광역시 강서구 낙동북로 136 (강동동),35.21564704,128.9438466,2023-01-30
213, 강서구,공인중개사,우경미,지건공인중개사사무소,부산광역시 강서구 신호산단2로27번길 41 (신호동),35.08638956,128.8811273,2023-01-30
216, 강서구,공인중개사,조혜영,명지포스코열매공인중개사사무소,부산광역시 강서구 명지국제7로 37 더샵명지퍼스트월드 2단지 판매시설 1층 107호,35.09754964,128.9054867,2023-01-30
217, 강서구,공인중개사,최효열,스마일컨설팅공인중개사사무소,부산광역시 강서구 대저로221번길 56-7 (대저1동),35.21718875,128.9778268,2023-01-30
218, 강서구,공인중개사,신철수,서강공인중개사사무소,"부산광역시 강서구 명지국제7로 37 판매시설 1층 138호(명지동, 더샵 명지퍼스트월드 2단지)",35.09754964,128.9054867,2023-01-30
219, 강서구,공인중개사,손은희,명지글로벌시티부동산공인중개사사무소,"부산광역시 강서구 명지국제7로 37 상가102호(명지동, 더샵 명지퍼스트월드 2단지)",35.09754964,128.9054867,2023-01-30
220, 강서구,공인중개사,김민주,명지포스코더샵물레방아공인중개사사무소,"부산광역시 강서구 명지국제7로 37 108호(명지동, 더샵 명지퍼스트월드 2단지)",35.09754964,128.9054867,2023-01-30
221, 강서구,공인중개사,김수자,태성공인중개사사무소,부산광역시 강서구 녹산산단335로 12-9 (송정동),35.09027186,128.8551226,2023-01-30
222, 강서구,공인중개사,김종평,대경공인중개사사무소,부산광역시 강서구 명지국제11로 53 107호(명지동),35.10451862,128.9244303,2023-01-30
223, 강서구,공인중개사,김근애,천하공인중개사사무소,"부산광역시 강서구 명지국제7로 37 107호(명지동,더샵명지퍼스트월드2단지)",35.09754964,128.9054867,2023-01-30
224, 강서구,공인중개사,이태규,명지대방부동산공인중개사사무소,부산광역시 강서구 명지국제2로28번길 34 113호(명지동),35.09284604,128.9088564,2023-01-30
225, 강서구,공인중개사,변현진,청담공인중개사사무소,"부산광역시 강서구 명지국제7로 130 상가2동 104호(명지동, 더에듀팰리스부영)",35.09587706,128.915734,2023-01-30
227, 강서구,공인중개사,문장진,명지홈공인중개사사무소,부산광역시 강서구 낙동남로 1030-19 (명지동),35.11234284,128.9256158,2023-01-30
228, 강서구,공인중개사,김동현,한솔공인중개사사무소,부산광역시 강서구 성북1길 3 (성북동),35.05610802,128.8318103,2023-01-30
229, 강서구,공인중개사,조경구,가락공인중개사사무소,부산광역시 강서구 가락대로1449번길 7 (죽림동),35.19359471,128.9030829,2023-01-30
230, 강서구,공인중개사,박정희,솔마레공인중개사사무소,"부산광역시 강서구 명지오션시티12로 10 상가동 115호(명지동, 엘크루솔마레)",35.08174187,128.8965939,2023-01-30
231, 강서구,공인중개사,이둘연,황금공인중개사사무소,부산광역시 강서구 범방3로60번길 3 (범방동),35.14860609,128.8810084,2023-01-30
232, 강서구,공인중개사,이혜덕,마을공인중개사사무소,부산광역시 강서구 가락대로 230-14 (송정동),35.1039877,128.8402168,2023-01-30
233, 강서구,공인중개사,김도우,거산공인중개사사무소,부산광역시 강서구 공항로 1175 2층(대저1동),35.2065506,128.9780395,2023-01-30
234, 강서구,공인중개사,박석근,노다지공인중개사사무소,부산광역시 강서구 명지국제6로220번길 7 102호(명지동),35.09498167,128.9232477,2023-01-30
235, 강서구,공인중개사,황보영,포스코킹(051-205-5050)공인중개사사무소,"부산광역시 강서구 명지국제7로 37 제지1층 110호(명지동, 더샵 명지퍼스트월드 2단지)",35.09754964,128.9054867,2023-01-30
236, 강서구,공인중개사,황시운,시운공인중개사사무소,부산광역시 강서구 낙동북로 92 1층(강동동),35.21715288,128.9391519,2023-01-30
237, 강서구,공인중개사,이명애,파랑새부동산공인중개사사무소,"부산광역시 강서구 명지국제8로 233 102호(명지동, 더스퀘어빌딩)",35.09853492,128.9182864,2023-01-30
238, 강서구,공인중개사,박햇살,햇살공인중개사사무소,부산광역시 강서구 명지국제2로 80 비주거시설동 1-44호(명지동),35.09869961,128.908406,2023-01-30
239, 강서구,공인중개사,이은숙,국제강남공인중개사사무소,부산광역시 강서구 명지국제6로 107 B동 421호(명지동),35.09293896,128.9108864,2023-01-30
240, 강서구,공인중개사,이정미,명지코끼리공인중개사사무소,"부산광역시 강서구 명지오션시티11로 84 상가에이동 108호(명지동, 명지롯데캐슬)",35.08398608,128.9051172,2023-01-30
241, 강서구,공인중개사,김신정,제일부동산공인중개사사무소,"부산광역시 강서구 명지국제3로 97 106동 D130호(명지동, 삼정그린코아 더베스트)",35.0984994,128.911058,2023-01-30
242, 강서구,공인중개사,조경희,신세계공인중개사사무소,"부산광역시 강서구 명지국제11로 63 102호,103호(명지동,장한빌딩)",35.10441201,128.9254053,2023-01-30
243, 강서구,공인중개사,윤명숙,명지나라공인중개사사무소,"부산광역시 강서구 명지국제1로 56-1 106호(명지동,플러스타워)",35.09368338,128.9053781,2023-01-30
244, 강서구,공인중개사,윤천수,ⓡ닥터공인중개사사무소,"부산광역시 강서구 명지오션시티12로 10 상가동114호(명지동,엘크루솔마레)",35.08174187,128.8965939,2023-01-30
245, 강서구,공인중개사,이승태,신도시공인중개사사무소,부산광역시 강서구 명지국제4로가길 1 (명지동),35.11197121,128.9199731,2023-01-30
246, 강서구,공인중개사,추서연,우리집공인중개사사무소,"부산광역시 강서구 명지국제7로 130 상가2동 101호(명지동, 더힐시그니처)",35.09587706,128.915734,2023-01-30
247, 강서구,공인중개사,곽명신,명신공인중개사사무소,"부산광역시 강서구 명지국제8로10번길 29 1층108호(명지동, 블루트윈스)",35.09317075,128.9028061,2023-01-30
248, 강서구,공인중개사,김성룡,가덕대항부동산공인중개사사무소,부산광역시 강서구 가덕해안로1169번길 11 202(대항동),35.01264734,128.832202,2023-01-30
249, 강서구,공인중개사,김부현,부흥부동산공인중개사사무소,부산광역시 강서구 신포길 7 (명지동),35.11258934,128.9322554,2023-01-30
250, 강서구,공인중개사,이재준,천사공인중개사사무소,부산광역시 강서구 범방3로71번길 10 (범방동),35.14989844,128.8805504,2023-01-30
251, 강서구,공인중개사,박주미,명지포스코더샵24부동산중개사무소,부산광역시 강서구 명지국제7로 37 상가110호,35.09754964,128.9054867,2023-01-30
252, 강서구,공인중개사,최양숙,새부산공인중개사사무소,부산광역시 강서구 대저로 73 (대저1동),35.2153149,128.9608345,2023-01-30
253, 강서구,공인중개사,최연판,행복공인중개사사무소,"부산광역시 강서구 명지오션시티10로 114 114-B101(명지동, 삼정그린코아)",35.08634165,128.9083455,2023-01-30
